gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Churn,InternetService_index,Contract_index,PaymentMethod_index,InternetService_encoded,Contract_encoded,PaymentMethod_encoded,features_unscaled,features
0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0,0.0,2.0,"(2,[1],[1.0])","(2,[0],[1.0])","(3,[2],[1.0])","[2.0,29.85,75.6]","[0.027777777777777776,0.11542288557213931,0.006554350334641126]"
0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,0.0,3.0,"(2,[1],[1.0])","(2,[0],[1.0])","(3,[],[])","[28.0,30.1,810.85]","[0.38888888888888884,0.11791044776119404,0.09139741518578354]"
0,0,0,0,0,0,0,0,0,1,0,0,1,1,1.0,0.0,0.0,"(2,[1],[1.0])","(2,[0],[1.0])","(3,[0],[1.0])","[15.0,29.7,438.25]","[0.20833333333333331,0.11393034825870646,0.048401800138472194]"
0,0,0,0,0,0,0,0,0,1,0,1,1,0,1.0,1.0,1.0,"(2,[1],[1.0])","(2,[1],[1.0])","(3,[1],[1.0])","[70.0,40.05,2799.75]","[0.9722222222222222,0.2169154228855721,0.3209035310408493]"
0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.0,0.0,0.0,"(2,[1],[1.0])","(2,[0],[1.0])","(3,[0],[1.0])","[4.0,29.65,118.5]","[0.05555555555555555,0.1134328358208955,0.01150473113316409]"
0,0,0,0,0,0,0,0,1,0,1,0,1,1,1.0,0.0,0.0,"(2,[1],[1.0])","(2,[0],[1.0])","(3,[0],[1.0])","[19.0,39.65,733.35]","[0.2638888888888889,0.21293532338308455,0.08245441957073622]"
0,0,0,0,0,0,0,0,1,0,1,0,1,1,1.0,2.0,0.0,"(2,[1],[1.0])","(2,[],[])","(3,[0],[1.0])","[11.0,41.6,470.6]","[0.15277777777777776,0.23233830845771145,0.05213477959843065]"
0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.0,0.0,0.0,"(2,[1],[1.0])","(2,[0],[1.0])","(3,[0],[1.0])","[35.0,49.2,1701.65]","[0.4861111111111111,0.3079601990049751,0.19418993768751444]"
0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.0,2.0,0.0,"(2,[1],[1.0])","(2,[],[])","(3,[0],[1.0])","[15.0,50.75,688.2]","[0.20833333333333331,0.3233830845771144,0.07724440341564737]"
0,0,0,0,0,0,0,0,1,0,1,1,1,1,1.0,0.0,0.0,"(2,[1],[1.0])","(2,[0],[1.0])","(3,[0],[1.0])","[2.0,49.25,90.35]","[0.027777777777777776,0.30845771144278605,0.008256404338795292]"
0,0,0,0,0,0,0,0,1,0,1,1,1,1,1.0,0.0,0.0,"(2,[1],[1.0])","(2,[0],[1.0])","(3,[0],[1.0])","[14.0,50.75,712.75]","[0.19444444444444442,0.3233830845771144,0.08007731363951075]"
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0.0,0.0,"(2,[1],[1.0])","(2,[0],[1.0])","(3,[0],[1.0])","[26.0,35.75,1022.5]","[0.3611111111111111,0.17412935323383083,0.11582044772674822]"
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,2.0,1.0,"(2,[1],[1.0])","(2,[],[])","(3,[1],[1.0])","[39.0,35.55,1309.15]","[0.5416666666666666,0.17213930348258702,0.1488979921532426]"
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,2.0,3.0,"(2,[1],[1.0])","(2,[],[])","(3,[],[])","[46.0,33.7,1537.85]","[0.6388888888888888,0.15373134328358212,0.17528848372951766]"
0,0,0,0,0,0,0,0,1,1,0,1,0,0,1.0,2.0,0.0,"(2,[1],[1.0])","(2,[],[])","(3,[0],[1.0])","[43.0,44.15,1931.3]","[0.5972222222222222,0.2577114427860696,0.22069005308100625]"
0,0,0,0,0,0,0,0,1,1,1,1,0,0,1.0,1.0,3.0,"(2,[1],[1.0])","(2,[1],[1.0])","(3,[],[])","[57.0,53.35,3090.05]","[0.7916666666666666,0.3492537313432836,0.35440226171243944]"
0,0,0,0,0,0,0,0,1,1,1,1,0,0,1.0,2.0,3.0,"(2,[1],[1.0])","(2,[],[])","(3,[],[])","[53.0,54.9,3045.75]","[0.736111111111111,0.36467661691542286,0.34929033002538656]"
0,0,0,0,0,0,0,0,1,1,1,1,1,0,1.0,0.0,0.0,"(2,[1],[1.0])","(2,[0],[1.0])","(3,[0],[1.0])","[14.0,55.0,771.95]","[0.19444444444444442,0.3656716417910448,0.08690860835448883]"
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,2.0,1.0,"(2,[1],[1.0])","(2,[],[])","(3,[1],[1.0])","[52.0,30.1,1623.4]","[0.7222222222222222,0.11791044776119404,0.18516039695361183]"
0,0,0,0,0,0,0,1,0,0,0,0,1,1,1.0,0.0,0.0,"(2,[1],[1.0])","(2,[0],[1.0])","(3,[0],[1.0])","[3.0,29.6,79.45]","[0.041666666666666664,0.1129353233830846,0.006998615278098317]"
0,0,0,0,0,0,0,1,0,0,0,0,1,1,1.0,0.0,3.0,"(2,[1],[1.0])","(2,[0],[1.0])","(3,[],[])","[6.0,30.5,208.7]","[0.08333333333333333,0.12189054726368159,0.021913224094161087]"
0,0,0,0,0,0,0,1,0,0,1,0,1,0,1.0,2.0,0.0,"(2,[1],[1.0])","(2,[],[])","(3,[0],[1.0])","[33.0,39.1,1309.0]","[0.4583333333333333,0.20746268656716418,0.1488806831294715]"
0,0,0,0,0,0,0,1,0,0,1,0,1,1,1.0,0.0,0.0,"(2,[1],[1.0])","(2,[0],[1.0])","(3,[0],[1.0])","[57.0,39.3,2111.45]","[0.7916666666666666,0.20945273631840794,0.24147819063004844]"
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0.0,0.0,"(2,[1],[1.0])","(2,[0],[1.0])","(3,[0],[1.0])","[10.0,35.75,389.8]","[0.1388888888888889,0.17412935323383083,0.04281098546042003]"
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0.0,1.0,"(2,[1],[1.0])","(2,[0],[1.0])","(3,[1],[1.0])","[12.0,34.0,442.45]","[0.16666666666666666,0.15671641791044777,0.04888645280406185]"
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,2.0,3.0,"(2,[1],[1.0])","(2,[],[])","(3,[],[])","[40.0,36.0,1382.9]","[0.5555555555555556,0.17661691542288557,0.1574082621740134]"
0,0,0,0,0,0,0,1,0,1,0,0,1,0,1.0,0.0,0.0,"(2,[1],[1.0])","(2,[0],[1.0])","(3,[0],[1.0])","[11.0,35.65,425.1]","[0.15277777777777776,0.17313432835820894,0.04688437572120933]"
0,0,0,0,0,0,0,1,0,1,0,0,1,1,1.0,0.0,1.0,"(2,[1],[1.0])","(2,[0],[1.0])","(3,[1],[1.0])","[3.0,36.85,108.7]","[0.041666666666666664,0.18507462686567167,0.010373874913454883]"
0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,0.0,1.0,"(2,[1],[1.0])","(2,[0],[1.0])","(3,[1],[1.0])","[11.0,34.7,383.55]","[0.15277777777777776,0.163681592039801,0.042089776136625894]"
0,0,0,0,0,0,0,1,1,0,0,0,1,0,1.0,2.0,2.0,"(2,[1],[1.0])","(2,[],[])","(3,[2],[1.0])","[69.0,35.75,2492.25]","[0.9583333333333333,0.17412935323383083,0.2854200323101777]"
0,0,0,0,0,0,0,1,1,0,0,0,1,1,1.0,0.0,3.0,"(2,[1],[1.0])","(2,[0],[1.0])","(3,[],[])","[18.0,33.5,600.0]","[0.25,0.1517412935323383,0.06706669743826449]"
0,0,0,0,0,0,0,1,1,0,0,1,1,1,1.0,2.0,2.0,"(2,[1],[1.0])","(2,[],[])","(3,[2],[1.0])","[22.0,43.75,903.6]","[0.3055555555555555,0.2537313432835821,0.10210016155088854]"
0,0,0,0,0,0,0,1,1,0,1,1,1,1,1.0,2.0,1.0,"(2,[1],[1.0])","(2,[],[])","(3,[1],[1.0])","[44.0,53.95,2375.4]","[0.611111111111111,0.35522388059701493,0.2719363027925225]"
0,0,0,0,0,0,0,1,1,1,0,0,1,1,1.0,0.0,3.0,"(2,[1],[1.0])","(2,[0],[1.0])","(3,[],[])","[2.0,40.4,77.15]","[0.027777777777777776,0.22039800995024875,0.0067332102469420735]"
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,1.0,"(2,[1],[1.0])","(2,[0],[1.0])","(3,[1],[1.0])","[8.0,29.35,216.45]","[0.1111111111111111,0.11044776119402987,0.02280752365566582]"
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.0,2.0,2.0,"(2,[1],[1.0])","(2,[],[])","(3,[2],[1.0])","[46.0,30.75,1489.3]","[0.6388888888888888,0.12437810945273632,0.1696861297022848]"
0,0,0,0,0,0,1,0,0,0,1,1,1,0,1.0,2.0,1.0,"(2,[1],[1.0])","(2,[],[])","(3,[1],[1.0])","[24.0,50.6,1288.75]","[0.3333333333333333,0.3218905472636816,0.1465439649203785]"
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,2.0,1.0,"(2,[1],[1.0])","(2,[],[])","(3,[1],[1.0])","[29.0,35.6,1072.6]","[0.40277777777777773,0.17263681592039803,0.12160166166628202]"
0,0,0,0,0,0,1,0,0,1,0,0,1,0,1.0,2.0,1.0,"(2,[1],[1.0])","(2,[],[])","(3,[1],[1.0])","[50.0,35.4,1748.9]","[0.6944444444444444,0.17064676616915422,0.19964228017539815]"
0,0,0,0,0,0,1,0,0,1,0,1,1,0,1.0,0.0,3.0,"(2,[1],[1.0])","(2,[0],[1.0])","(3,[],[])","[51.0,44.45,2181.55]","[0.7083333333333333,0.26069651741293537,0.24956727440572352]"
0,0,0,0,0,0,1,0,0,1,1,0,0,0,1.0,1.0,0.0,"(2,[1],[1.0])","(2,[1],[1.0])","(3,[0],[1.0])","[67.0,43.9,3097.2]","[0.9305555555555555,0.2552238805970149,0.3552273251788599]"
0,0,0,0,0,0,1,0,0,1,1,0,0,0,1.0,1.0,3.0,"(2,[1],[1.0])","(2,[1],[1.0])","(3,[],[])","[54.0,45.2,2460.55]","[0.75,0.2681592039800995,0.28176205861989384]"
0,0,0,0,0,0,1,0,0,1,1,0,1,1,1.0,0.0,3.0,"(2,[1],[1.0])","(2,[0],[1.0])","(3,[],[])","[13.0,45.55,597.0]","[0.18055555555555555,0.2716417910447761,0.0667205169628433]"
0,0,0,0,0,0,1,0,0,1,1,1,0,0,1.0,2.0,3.0,"(2,[1],[1.0])","(2,[],[])","(3,[],[])","[26.0,54.55,1362.85]","[0.3611111111111111,0.3611940298507462,0.1550946226632818]"
0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.0,0.0,1.0,"(2,[1],[1.0])","(2,[0],[1.0])","(3,[1],[1.0])","[18.0,33.6,550.35]","[0.25,0.1527363184079602,0.06133741057004386]"
0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.0,2.0,1.0,"(2,[1],[1.0])","(2,[],[])","(3,[1],[1.0])","[7.0,35.3,264.8]","[0.09722222222222221,0.1696517412935323,0.028386798984537272]"
0,0,0,0,0,0,1,0,1,0,0,0,1,0,1.0,2.0,3.0,"(2,[1],[1.0])","(2,[],[])","(3,[],[])","[43.0,35.2,1463.7]","[0.5972222222222222,0.16865671641791047,0.166732056312024]"
0,0,0,0,0,0,1,0,1,0,1,1,1,0,1.0,0.0,0.0,"(2,[1],[1.0])","(2,[0],[1.0])","(3,[0],[1.0])","[57.0,53.75,3196.0]","[0.7916666666666666,0.35323383084577115,0.3666282021693976]"
0,0,0,0,0,0,1,0,1,0,1,1,1,0,1.0,2.0,0.0,"(2,[1],[1.0])","(2,[],[])","(3,[0],[1.0])","[44.0,54.0,2440.25]","[0.611111111111111,0.35572139303482586,0.2794195707362105]"
0,0,0,0,0,0,1,0,1,1,0,0,0,0,1.0,0.0,1.0,"(2,[1],[1.0])","(2,[0],[1.0])","(3,[1],[1.0])","[3.0,41.35,107.25]","[0.041666666666666664,0.22985074626865673,0.010206554350334641]"
0,0,0,0,0,0,1,0,1,1,0,0,0,0,1.0,1.0,1.0,"(2,[1],[1.0])","(2,[1],[1.0])","(3,[1],[1.0])","[46.0,38.25,1755.35]","[0.6388888888888888,0.1990049751243781,0.20038656819755366]"
0,0,0,0,0,0,1,0,1,1,0,0,0,0,1.0,2.0,2.0,"(2,[1],[1.0])","(2,[],[])","(3,[2],[1.0])","[45.0,42.3,1840.75]","[0.625,0.23930348258706463,0.21024117239787676]"
0,0,0,0,0,0,1,0,1,1,0,0,0,1,1.0,0.0,1.0,"(2,[1],[1.0])","(2,[0],[1.0])","(3,[1],[1.0])","[5.0,40.0,223.45]","[0.06944444444444445,0.21641791044776118,0.023615278098315252]"
0,0,0,0,0,0,1,0,1,1,1,0,1,0,1.0,2.0,2.0,"(2,[1],[1.0])","(2,[],[])","(3,[2],[1.0])","[67.0,49.35,3321.35]","[0.9305555555555555,0.309452736318408,0.38109277636741284]"
0,0,0,0,0,0,1,0,1,1,1,1,1,0,1.0,1.0,2.0,"(2,[1],[1.0])","(2,[1],[1.0])","(3,[2],[1.0])","[46.0,60.75,2893.4]","[0.6388888888888888,0.4228855721393035,0.33171013154858064]"
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1.0,1.0,2.0,"(2,[1],[1.0])","(2,[1],[1.0])","(3,[2],[1.0])","[54.0,46.2,2431.95]","[0.75,0.27810945273631843,0.27846180475421184]"
0,0,0,0,0,0,1,1,0,0,0,1,1,0,1.0,0.0,2.0,"(2,[1],[1.0])","(2,[0],[1.0])","(3,[2],[1.0])","[26.0,44.65,1156.55]","[0.3611111111111111,0.2626865671641791,0.1312889453034849]"
0,0,0,0,0,0,1,1,0,0,0,1,1,0,1.0,0.0,2.0,"(2,[1],[1.0])","(2,[0],[1.0])","(3,[2],[1.0])","[53.0,46.3,2546.85]","[0.736111111111111,0.27910447761194024,0.2917205169628433]"
0,0,0,0,0,0,1,1,0,1,0,0,0,0,1.0,0.0,1.0,"(2,[1],[1.0])","(2,[0],[1.0])","(3,[1],[1.0])","[4.0,42.4,146.4]","[0.05555555555555555,0.24029850746268655,0.014724209554581123]"
0,0,0,0,0,0,1,1,0,1,1,0,1,0,1.0,0.0,2.0,"(2,[1],[1.0])","(2,[0],[1.0])","(3,[2],[1.0])","[12.0,50.95,605.75]","[0.16666666666666666,0.32537313432835824,0.0677302100161551]"
0,0,0,0,0,0,1,1,0,1,1,1,1,0,1.0,1.0,2.0,"(2,[1],[1.0])","(2,[1],[1.0])","(3,[2],[1.0])","[69.0,60.05,4176.7]","[0.9583333333333333,0.41592039800995023,0.4797945995845834]"
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1.0,1.0,2.0,"(2,[1],[1.0])","(2,[1],[1.0])","(3,[2],[1.0])","[60.0,39.6,2424.5]","[0.8333333333333333,0.21243781094527364,0.27760212324024924]"
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1.0,2.0,1.0,"(2,[1],[1.0])","(2,[],[])","(3,[1],[1.0])","[9.0,39.55,373.0]","[0.125,0.21194029850746265,0.04087237479806139]"
0,0,0,0,0,0,1,1,1,1,0,0,1,0,1.0,1.0,2.0,"(2,[1],[1.0])","(2,[1],[1.0])","(3,[2],[1.0])","[62.0,43.7,2618.3]","[0.861111111111111,0.25323383084577117,0.2999653819524579]"
0,0,0,0,0,0,1,1,1,1,1,0,0,0,1.0,1.0,1.0,"(2,[1],[1.0])","(2,[1],[1.0])","(3,[1],[1.0])","[16.0,54.85,916.15]","[0.2222222222222222,0.3641791044776119,0.10354834987306717]"
0,0,0,0,0,0,1,1,1,1,1,0,0,0,1.0,1.0,2.0,"(2,[1],[1.0])","(2,[1],[1.0])","(3,[2],[1.0])","[71.0,53.95,3888.65]","[0.986111111111111,0.35522388059701493,0.4465555042695592]"
0,0,0,0,0,0,1,1,1,1,1,0,1,0,1.0,0.0,3.0,"(2,[1],[1.0])","(2,[0],[1.0])","(3,[],[])","[20.0,55.0,1165.55]","[0.2777777777777778,0.3656716417910448,0.13232748672974845]"
0,0,0,0,0,0,1,1,1,1,1,1,0,0,1.0,1.0,3.0,"(2,[1],[1.0])","(2,[1],[1.0])","(3,[],[])","[52.0,63.9,3334.95]","[0.7222222222222222,0.454228855721393,0.3826621278559889]"
0,0,0,0,0,0,1,1,1,1,1,1,1,0,1.0,1.0,2.0,"(2,[1],[1.0])","(2,[1],[1.0])","(3,[2],[1.0])","[72.0,63.7,4464.8]","[1.0,0.45223880597014926,0.513039464574198]"
0,0,0,0,0,0,1,1,1,1,1,1,1,0,1.0,1.0,2.0,"(2,[1],[1.0])","(2,[1],[1.0])","(3,[2],[1.0])","[72.0,65.55,4807.45]","[1.0,0.4706467661691542,0.5525790445418878]"
0,0,0,0,0,0,1,1,1,1,1,1,1,0,1.0,1.0,2.0,"(2,[1],[1.0])","(2,[1],[1.0])","(3,[2],[1.0])","[72.0,65.6,4566.5]","[1.0,0.4711442786069651,0.5247749826909762]"
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"(2,[0],[1.0])","(2,[0],[1.0])","(3,[0],[1.0])","[11.0,70.2,760.05]","[0.15277777777777776,0.5169154228855721,0.08553542580198477]"
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,"(2,[0],[1.0])","(2,[0],[1.0])","(3,[1],[1.0])","[2.0,70.7,129.2]","[0.027777777777777776,0.5218905472636816,0.012739441495499654]"
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,"(2,[0],[1.0])","(2,[0],[1.0])","(3,[1],[1.0])","[9.0,70.05,657.5]","[0.125,0.5154228855721392,0.07370182321717056]"
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,"(2,[0],[1.0])","(2,[0],[1.0])","(3,[2],[1.0])","[7.0,69.15,488.65]","[0.09722222222222221,0.5064676616915423,0.054217632125548115]"
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,"(2,[0],[1.0])","(2,[0],[1.0])","(3,[2],[1.0])","[8.0,70.7,553.4]","[0.1111111111111111,0.5218905472636816,0.061689360720055396]"
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0,"(2,[0],[1.0])","(2,[0],[1.0])","(3,[],[])","[20.0,70.55,1493.55]","[0.2777777777777778,0.5203980099502488,0.17017655204246482]"
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0,"(2,[0],[1.0])","(2,[0],[1.0])","(3,[],[])","[44.0,68.85,2958.95]","[0.611111111111111,0.5034825870646765,0.33927417493653356]"
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,"(2,[1],[1.0])","(2,[0],[1.0])","(3,[0],[1.0])","[1.0,44.0,44.0]","[0.013888888888888888,0.2562189054726368,0.0029079159935379646]"
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,"(2,[1],[1.0])","(2,[0],[1.0])","(3,[1],[1.0])","[1.0,44.6,44.6]","[0.013888888888888888,0.26218905472636816,0.002977152088622202]"
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,"(2,[1],[1.0])","(2,[0],[1.0])","(3,[1],[1.0])","[3.0,45.45,141.7]","[0.041666666666666664,0.27064676616915423,0.01418186014308793]"
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,"(2,[1],[1.0])","(2,[0],[1.0])","(3,[1],[1.0])","[4.0,44.55,220.75]","[0.05555555555555555,0.2616915422885572,0.02330371567043619]"
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,"(2,[1],[1.0])","(2,[0],[1.0])","(3,[1],[1.0])","[7.0,43.9,278.4]","[0.09722222222222221,0.2552238805970149,0.029956150473113313]"
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,"(2,[1],[1.0])","(2,[0],[1.0])","(3,[1],[1.0])","[8.0,43.55,335.4]","[0.1111111111111111,0.25174129353233826,0.036533579506115854]"
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,"(2,[1],[1.0])","(2,[0],[1.0])","(3,[1],[1.0])","[10.0,46.0,492.1]","[0.1388888888888889,0.27611940298507465,0.05461573967228249]"
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,2.0,"(2,[1],[1.0])","(2,[0],[1.0])","(3,[2],[1.0])","[2.0,44.9,111.05]","[0.027777777777777776,0.2651741293532338,0.010645049619201477]"
0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,"(2,[],[])","(2,[0],[1.0])","(3,[0],[1.0])","[1.0,19.45,19.45]","[0.013888888888888888,0.01194029850746268,7.500576967459019e-05]"
0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,"(2,[],[])","(2,[0],[1.0])","(3,[0],[1.0])","[1.0,20.65,20.65]","[0.013888888888888888,0.02388059701492536,0.00021347795984306462]"
0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,"(2,[],[])","(2,[0],[1.0])","(3,[0],[1.0])","[10.0,20.0,185.4]","[0.1388888888888889,0.017412935323383085,0.019224555735056544]"
0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,"(2,[],[])","(2,[0],[1.0])","(3,[0],[1.0])","[23.0,20.85,473.9]","[0.3194444444444444,0.025870646766169167,0.05251557812139395]"
0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,0.0,1.0,"(2,[],[])","(2,[0],[1.0])","(3,[1],[1.0])","[1.0,18.9,18.9]","[0.013888888888888888,0.006467661691542274,1.1539349180705962e-05]"
0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,0.0,1.0,"(2,[],[])","(2,[0],[1.0])","(3,[1],[1.0])","[1.0,19.05,19.05]","[0.013888888888888888,0.00796019900497513,2.8848372951765522e-05]"
0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,0.0,1.0,"(2,[],[])","(2,[0],[1.0])","(3,[1],[1.0])","[1.0,19.2,19.2]","[0.013888888888888888,0.009452736318407953,4.615739672282467e-05]"
0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,0.0,1.0,"(2,[],[])","(2,[0],[1.0])","(3,[1],[1.0])","[1.0,19.45,19.45]","[0.013888888888888888,0.01194029850746268,7.500576967459019e-05]"
0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,0.0,1.0,"(2,[],[])","(2,[0],[1.0])","(3,[1],[1.0])","[1.0,19.65,19.65]","[0.013888888888888888,0.013930348258706452,9.808446803600252e-05]"
0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,0.0,1.0,"(2,[],[])","(2,[0],[1.0])","(3,[1],[1.0])","[1.0,19.75,19.75]","[0.013888888888888888,0.014925373134328358,0.0001096238172167089]"
